Metric,Value
Train_MAE,7.708650539232337
Train_RMSE,9.394758447621967
Train_R2,0.9297043361639814
Train_MAPE,2.4514911427804735
Test_MAE,17.869810917462967
Test_RMSE,20.29721405873807
Test_R2,-0.26746766359436114
Test_MAPE,4.243183136538969
