Ticker,Train_MAE,Test_MAE,Test_RMSE,Test_R2,Test_MAPE
META,10.911158288043474,79.3216568540292,84.68699762408295,-0.8574093012916371,15.230672938881076
AAPL,4.306853783648946,9.88915802853041,12.352830598695068,0.7644409617740565,4.5462517252141526
MSFT,7.708650539232337,17.869810917462967,20.29721405873807,-0.26746766359436114,4.243183136538969
AMZN,3.5339511705481486,11.547619337104706,13.781316041543905,0.36455754953355657,6.012214302737194
GOOGL,3.4757433352263067,14.827353245708572,16.766460989570575,-0.19847594203210117,8.76600744502091
