Metric,Value
Train_MAE,3.5339511705481486
Train_RMSE,4.452151767857619
Train_R2,0.9369068159534404
Train_MAPE,2.863706580209532
Test_MAE,11.547619337104706
Test_RMSE,13.781316041543905
Test_R2,0.36455754953355657
Test_MAPE,6.012214302737194
