Ticker,Train_MAE,Test_MAE,Test_RMSE,Test_R2,Test_MAPE
META,12.148399021314534,58.25119772375342,62.99471175257077,-0.0277377988578964,11.238774785404319
AAPL,3.9235723744267994,8.904392865549521,11.000327219826953,0.813199510882398,4.115591019785846
MSFT,10.51610684602157,30.198334348154265,32.3327509494347,-2.2162465872354145,7.188290936954784
AMZN,3.1122773875360905,9.001998962159176,10.669471211163664,0.6191266099367296,4.733608156741897
GOOGL,3.640481799581776,11.738647400145512,13.654262939927092,0.20515391675526118,6.934122385641049
