Metric,Value
Train_MAE,3.640481799581776
Train_RMSE,4.55525592187545
Train_R2,0.903657892161086
Train_MAPE,3.015081290167414
Test_MAE,11.738647400145512
Test_RMSE,13.654262939927092
Test_R2,0.20515391675526118
Test_MAPE,6.934122385641049
