Metric,Value
Train_MAE,3.9235723744267994
Train_RMSE,4.712330817508959
Train_R2,0.8857398315039828
Train_MAPE,2.2475892967371878
Test_MAE,8.904392865549521
Test_RMSE,11.000327219826953
Test_R2,0.813199510882398
Test_MAPE,4.115591019785846
