Metric,Value
Train_MAE,3.1122773875360905
Train_RMSE,3.90733304426961
Train_R2,0.9514036798505234
Train_MAPE,2.5788799683696912
Test_MAE,9.001998962159176
Test_RMSE,10.669471211163664
Test_R2,0.6191266099367296
Test_MAPE,4.733608156741897
