Metric,Value
Train_MAE,12.148399021314534
Train_RMSE,15.271267762877535
Train_R2,0.9171884193291839
Train_MAPE,4.303830639314984
Test_MAE,58.25119772375342
Test_RMSE,62.99471175257077
Test_R2,-0.0277377988578964
Test_MAPE,11.238774785404319
