Date,SentimentScore
2023-01-01,-0.8817014098167419
2023-01-03,0.43940760133167106
2023-01-04,-0.307309490442276
2023-01-05,-0.35697757862508295
2023-01-06,-0.27370290147761506
2023-01-09,0.05657795692483583
2023-01-10,-0.1271938905119896
2023-01-11,-0.7747498154640198
2023-01-12,-0.13910710299387574
2023-01-13,-0.31487184669822454
2023-01-15,0.0192108452320098
2023-01-16,0.11390096042305226
2023-01-17,0.0627475483343005
2023-01-18,-0.7423633605241775
2023-01-19,-0.2771426038816572
2023-01-20,-0.43821148946881294
2023-01-21,0.1507080197334289
2023-01-23,0.165647712846597
2023-01-24,-0.04096425138413906
2023-01-25,-0.1671925321221352
2023-01-26,-0.4659448303282261
2023-01-27,0.08558955788612364
2023-01-30,-0.5346791396538417
2023-01-31,0.014976110575454575
2023-02-01,-0.5852522253990173
2023-02-03,-0.27184611558914185
2023-02-07,0.0796969048678875
2023-02-11,-0.0890647619962692
2023-02-12,-0.853748083114624
2023-02-13,-0.12307690323463512
2023-02-14,0.10558784008026122
2023-02-15,0.05032500092472348
2023-02-16,-0.08211838896386327
2023-02-17,-0.13931090431287885
2023-02-20,0.05140801053494212
2023-02-21,-0.11331162725885711
2023-02-22,-0.01193139063460487
2023-02-23,-0.09855809900909662
2023-02-24,0.09861952345818281
2023-02-25,-0.9400281310081482
2023-02-26,-0.37966114096343523
2023-02-27,0.33171990646847654
2023-02-28,-0.09741575948216698
2023-03-06,0.1029425710439682
2023-03-07,0.0207119993865489
2023-03-09,0.577660858631134
2023-03-10,0.0460192263126373
2023-03-11,-0.8230408430099487
2023-03-13,0.0113076549023389
2023-03-14,0.11508755622939627
2023-03-15,0.1267241537570953
2023-03-16,-0.3376827603206039
2023-03-17,-0.531244964338839
2023-03-18,-0.8082847595214844
2023-03-20,-0.7747188312932849
2023-03-21,-0.11527596861124038
2023-03-22,0.23778079263865945
2023-03-23,0.12789725139737132
2023-03-24,0.14902182482182974
2023-03-25,-0.1882674396038055
2023-03-27,0.4193546921014786
2023-03-28,-0.21427074447274208
2023-03-29,0.0655438933521509
2023-03-30,0.18303640037775037
2023-03-31,-0.12304985150694851
2023-04-01,-0.25355585167805356
2023-04-03,-0.16493611503392458
2023-04-04,-0.20169629715383053
2023-04-05,-0.28243958453337353
2023-04-06,-0.016927310731261944
2023-04-07,-0.31320290453732014
2023-04-08,-0.5864320993423462
2023-04-10,0.0588959455490112
2023-04-11,0.09330117679201066
2023-04-12,-0.24018116202205422
2023-04-13,0.14279622110453516
2023-04-14,-0.11386020034551621
2023-04-15,-0.9305102825164796
2023-04-17,0.10418146165708699
2023-04-18,-0.05165228806436063
2023-04-19,0.16061501515408355
2023-04-20,0.04726674593985075
2023-04-21,0.0382931334897875
2023-04-25,0.012952735647559168
2023-04-26,-0.08495694181571407
2023-04-27,0.12895602881908413
2023-04-28,-0.3803155757486821
2023-05-01,0.027589748303095463
2023-05-02,-0.011702848598361001
2023-05-03,0.06433817930519578
2023-05-04,0.06589470493296777
2023-05-05,0.18381218984723094
2023-05-06,-0.00807909667491905
2023-05-08,0.36882828269153833
2023-05-09,-0.08002842466036479
2023-05-10,0.08183188363909721
2023-05-11,-0.03067557280883198
2023-05-13,0.3277811706066131
2023-05-15,0.037833286449313136
2023-05-16,-0.23231948042909303
2023-05-17,0.10334032680839295
2023-05-18,0.11927544325590131
2023-05-19,0.04752743306259307
2023-05-21,0.5153681039810181
2023-05-22,-0.18843325367197394
2023-05-23,-0.14009885220891904
2023-05-24,0.1225820546969771
2023-05-25,0.29766678561766935
2023-05-26,0.0210707057267427
2023-05-30,0.049535259976983013
2023-05-31,-0.438970236456953
2023-06-01,0.0642044842243194
2023-06-06,0.0900325551629066
2023-06-07,0.377283651381731
2023-06-08,0.0142815113067626
2023-06-09,0.1858090013265609
2023-06-12,-0.3002243675291539
2023-06-13,-0.06912110394073862
2023-06-14,-0.29482529001931357
2023-06-15,0.0709416589566639
2023-06-16,-0.09693700323502226
2023-06-18,-0.9035544395446776
2023-06-19,0.0723661817610263
2023-06-20,-0.12378009657065074
2023-06-21,-0.3534198095175353
2023-06-22,-0.8192581137021383
2023-06-23,-0.22012481000274423
2023-06-24,0.5351462960243225
2023-06-26,0.12239437121897931
2023-06-27,0.010757329208510259
2023-06-28,-0.20677333883941176
2023-06-29,-0.0724660437554121
2023-06-30,0.5287519693374634
2023-07-03,0.0148681793361902
2023-07-04,0.2944890260696411
2023-07-05,0.10993022533754504
2023-07-06,-0.0854849134172712
2023-07-07,-0.2914397915204366
2023-07-10,0.06139825358986852
2023-07-11,0.10436559716860451
2023-07-12,-0.2735128998756409
2023-07-13,0.23889645189046857
2023-07-14,-0.5883516892790795
2023-07-17,0.105415403842926
2023-07-18,0.171335672494024
2023-07-19,0.1961981809387604
2023-07-20,-0.2397384804983934
2023-07-21,0.19597049554189047
2023-07-24,-0.2919987738132477
2023-07-25,0.0012838318943977
2023-07-26,0.18328922875225542
2023-07-27,0.0724359974265098
2023-07-28,0.369595393538475
2023-07-31,0.20135135682565825
2023-08-01,0.08920034145315485
2023-08-02,0.34575728625059127
2023-08-03,0.035420929392178835
2023-08-04,-0.20950766419991854
2023-08-05,0.0669667646288871
2023-08-06,0.0486884042620658
2023-08-07,0.2526268946627776
2023-08-08,0.23668255917727943
2023-08-09,-0.2345444653183222
2023-08-10,0.830339789390564
2023-08-11,-0.10986458261807762
2023-08-12,-0.42595395073294634
2023-08-14,0.013049443562825494
2023-08-15,0.015090565662831073
2023-08-16,0.1733223609626293
2023-08-17,0.0034937635064125477
