Date,SentimentScore
2023-01-02,0.4376929998397827
2023-01-03,0.44930405418078107
2023-01-04,0.07502805069088936
2023-01-05,0.1107589229941368
2023-01-09,0.3714887447655201
2023-01-10,0.22783169123743255
2023-01-11,-0.300355969928205
2023-01-12,0.14827439710497853
2023-01-13,0.2622115351259708
2023-01-17,0.565393790602684
2023-01-18,-0.7309609761891457
2023-01-19,-0.5816137765844663
2023-01-20,0.0268111042678356
2023-01-23,0.2983723232014613
2023-01-24,-0.27142645205770227
2023-01-25,0.11630076012359214
2023-01-26,0.24732908755540844
2023-01-27,-0.7607556581497192
2023-01-30,0.4134861584752798
2023-01-31,0.08075820654630661
2023-02-01,0.0511420704424381
2023-02-02,0.5075336446364721
2023-02-03,0.2384414225816726
2023-02-05,-0.0237508434802293
2023-02-06,0.3758929055184126
2023-02-07,0.09317242912948125
2023-02-08,0.45293060317635536
2023-02-09,0.6061115860939026
2023-02-10,-0.19123161882162099
2023-02-13,-0.20236224184433618
2023-02-14,-0.39725291430950166
2023-02-15,0.0945348899811506
2023-02-16,0.017504345625638927
2023-02-17,-0.20706687867641452
2023-02-19,0.0334653928875923
2023-02-20,0.1335113104432821
2023-02-21,0.1739611867815256
2023-02-22,0.07236426763913845
2023-02-23,0.3212289782240987
2023-02-24,0.0657655596733093
2023-02-26,0.0029687769711017
2023-02-27,0.12374073878995007
2023-02-28,0.27063996262020534
2023-03-01,0.2584607489407062
2023-03-02,0.11493938136845824
2023-03-06,0.21721571890844238
2023-03-07,0.033922346308827345
2023-03-08,0.07706934213638303
2023-03-09,0.11304827655355133
2023-03-10,0.15789136538902915
2023-03-13,-0.6416953280568123
2023-03-14,-0.04938435119887194
2023-03-15,0.0424968674778938
2023-03-16,0.16279000288953904
2023-03-17,0.4906329462925593
2023-03-20,0.2318769596517086
2023-03-21,0.2365791462361812
2023-03-22,0.3431779673943916
2023-03-23,0.19739748537540433
2023-03-24,0.507124125957489
2023-03-27,-0.16881488356739283
2023-03-28,0.21776045362154642
2023-03-29,0.1566796149127185
2023-03-30,-0.03374586378534638
2023-03-31,0.0176488193683326
2023-04-03,0.16946719462672866
2023-04-04,0.24580907735687033
2023-04-06,-0.04715833866170476
2023-04-07,-0.0968151092529296
2023-04-08,0.6290479302406311
2023-04-10,0.11617628112435337
2023-04-11,0.05952988448552785
2023-04-12,0.2728607840836048
2023-04-13,0.0929908106724421
2023-04-14,0.36544396914541716
2023-04-17,0.42636617869138715
2023-04-18,0.3501706523820758
2023-04-19,0.2231770157814026
2023-04-20,0.1609266541366066
2023-04-24,0.1200951403006911
2023-04-25,0.24628465473651887
2023-04-26,0.11370882857590912
2023-04-27,0.030422980897128575
2023-04-28,0.4643964599817991
2023-04-29,0.0116623416543006
2023-05-01,0.0624896734952926
2023-05-02,0.33362107202410696
2023-05-03,0.6118907332420349
2023-05-04,0.4177365923921266
2023-05-05,0.1714630424976349
2023-05-08,0.027896906249225098
2023-05-09,-0.24615709111094475
2023-05-10,0.010179728269576985
2023-05-11,0.3968641956647237
2023-05-12,0.0717554241418838
2023-05-14,-0.048603626899421146
2023-05-15,0.342359662676851
2023-05-16,0.2354757521301508
2023-05-17,0.6577316671609879
2023-05-18,0.39878158271312714
2023-05-19,-0.38521285851796466
2023-05-22,-0.4433981021866203
2023-05-23,0.21320707448150797
2023-05-24,0.5764382816851139
2023-05-25,0.21244726205865538
2023-05-29,0.8599581718444824
2023-05-30,0.07618448045104742
2023-05-31,0.10060123912990089
2023-06-01,0.0185921788215637
2023-06-02,0.6237540245056152
2023-06-06,0.10712447762489315
2023-06-07,0.42222952842712397
2023-06-08,0.07702854648232454
2023-06-09,0.5959775646527609
2023-06-12,0.4658095240592956
2023-06-13,0.7994018197059631
2023-06-14,0.6667327554896474
2023-06-15,0.4005537014454603
2023-06-16,0.6230870932340621
2023-06-17,-0.9222916960716248
2023-06-19,0.0010314006358385
2023-06-20,0.16695815904272926
2023-06-21,0.3647179069618384
2023-06-22,0.038676118943840265
2023-06-23,-0.020758658647537252
2023-06-26,0.21599202549883292
2023-06-27,0.08216374134644863
2023-06-28,-0.12519699186086652
2023-06-29,0.43913616913442427
2023-06-30,0.2274691116064787
2023-07-01,-0.0224588103592395
2023-07-02,0.0373075082898139
2023-07-03,-0.3139973133802414
2023-07-05,-0.2232031837105751
2023-07-06,0.38066284855206806
2023-07-07,0.15859113782644269
2023-07-10,-0.08011945171488657
2023-07-11,0.13996210084720093
2023-07-12,0.1868117269128561
2023-07-14,-0.02836311422288415
2023-07-16,0.2009165734052658
2023-07-17,0.004618878476321642
2023-07-18,0.20935304835438723
2023-07-19,0.27877395786345
2023-07-20,0.0218976847827434
2023-07-21,0.11126500181853768
2023-07-24,0.130810871720314
2023-07-25,-0.1689816929399967
2023-07-26,0.23007936635985968
2023-07-27,0.13279132669170693
2023-07-28,0.8741948008537292
2023-07-31,0.14603108391165734
2023-08-01,0.20210385493313268
2023-08-02,-0.2666499479673803
2023-08-03,0.16438721679151058
2023-08-04,0.01605305355042215
2023-08-07,0.36391608603298664
2023-08-08,0.49266629417737323
2023-08-09,0.33507211133837694
2023-08-10,-0.06346214860677721
2023-08-11,-0.1071845144033432
2023-08-12,0.9384792447090148
2023-08-14,0.23852835595607752
2023-08-15,0.016338513543208397
2023-08-16,0.09142161253839727
2023-08-17,0.2577288653701544
2023-08-21,0.061271186297138486
2023-08-22,0.29220678424462676
2023-08-23,0.6516861915588379
2023-08-24,0.16020046696066853
2023-08-25,0.0228052120655775
2023-08-29,-0.08379287396868072
