Metric,Value
Train_MAE,10.911158288043474
Train_RMSE,13.99504027542553
Train_R2,0.9304512713454608
Train_MAPE,3.8501292817500614
Test_MAE,79.3216568540292
Test_RMSE,84.68699762408295
Test_R2,-0.8574093012916371
Test_MAPE,15.230672938881076
