Metric,Value
Train_MAE,4.306853783648946
Train_RMSE,5.174111902736494
Train_R2,0.8622489393050167
Train_MAPE,2.4529002956868053
Test_MAE,9.88915802853041
Test_RMSE,12.352830598695068
Test_R2,0.7644409617740565
Test_MAPE,4.5462517252141526
