Metric,Value
Train_MAE,3.4757433352263067
Train_RMSE,4.292695795939357
Train_R2,0.9144439339161713
Train_MAPE,2.8690437233019694
Test_MAE,14.827353245708572
Test_RMSE,16.766460989570575
Test_R2,-0.19847594203210117
Test_MAPE,8.76600744502091
